date,open,high,low,close,volume
2025-09-10,15960.000,16035.000,15895.000,15980.000,239641
2025-09-11,15980.000,16010.000,15790.000,15905.000,281078
2025-09-12,15910.000,15925.000,15670.000,15820.000,284383
2025-09-15,15860.000,16000.000,15745.000,15995.000,265069
2025-09-16,15980.000,16105.000,15915.000,16040.000,301211
2025-09-17,16000.000,16020.000,15820.000,15880.000,270043
2025-09-18,15850.000,15870.000,15450.000,15570.000,435851
2025-09-19,15580.000,15620.000,15455.000,15535.000,264433
2025-09-22,15535.000,15660.000,15475.000,15615.000,324436
2025-09-23,15615.000,15675.000,15425.000,15525.000,321769
2025-09-24,15560.000,15655.000,15540.000,15620.000,248209
2025-09-25,15630.000,15725.000,15565.000,15570.000,269025
2025-09-26,15525.000,15570.000,15280.000,15470.000,370166
2025-09-29,15500.000,15525.000,15185.000,15375.000,321096
2025-09-30,15355.000,15355.000,15020.000,15030.000,248236
2025-10-09,15180.000,15445.000,15150.000,15415.000,169768
2025-10-10,15420.000,15480.000,15265.000,15315.000,216376
2025-10-13,15300.000,15300.000,14835.000,14940.000,309837
2025-10-14,15000.000,15000.000,14755.000,14845.000,216845
2025-10-15,14855.000,14910.000,14795.000,14895.000,191803
2025-10-16,14895.000,14940.000,14735.000,14900.000,210161
2025-10-17,14880.000,14930.000,14690.000,14695.000,186148
2025-10-20,14700.000,14940.000,14675.000,14810.000,215160
2025-10-21,14800.000,15220.000,14705.000,15150.000,350489
2025-10-22,15120.000,15165.000,15055.000,15150.000,195700
2025-10-23,15155.000,15280.000,15120.000,15245.000,222562
2025-10-24,15275.000,15470.000,15250.000,15335.000,245452
2025-10-27,15330.000,15455.000,15285.000,15380.000,169306
2025-10-28,15380.000,15505.000,15300.000,15360.000,230415
2025-10-29,15300.000,15670.000,15235.000,15625.000,342256
2025-10-30,15600.000,15600.000,15390.000,15400.000,232987
2025-10-31,15400.000,15465.000,15030.000,15085.000,320571
2025-11-03,15110.000,15170.000,14965.000,15095.000,205944
2025-11-04,15100.000,15115.000,14805.000,14875.000,213300
2025-11-05,14900.000,14900.000,14740.000,14850.000,183745
2025-11-06,14880.000,15110.000,14830.000,15045.000,204652
2025-11-07,15020.000,15085.000,14990.000,14995.000,148265
2025-11-10,14980.000,15140.000,14955.000,15110.000,181938
2025-11-11,15095.000,15220.000,15045.000,15095.000,186759
2025-11-12,15095.000,15240.000,15085.000,15220.000,165191
2025-11-13,15220.000,15415.000,15165.000,15390.000,208817
2025-11-14,15380.000,15400.000,15195.000,15215.000,176802
2025-11-17,15200.000,15375.000,15130.000,15315.000,206331
2025-11-18,15315.000,15430.000,15200.000,15295.000,172213
2025-11-19,15300.000,15510.000,15280.000,15440.000,236458
2025-11-20,15410.000,15435.000,15230.000,15250.000,213312
2025-11-21,15325.000,15580.000,15125.000,15240.000,405214
2025-11-24,15270.000,15405.000,15050.000,15320.000,269669
2025-11-25,15290.000,15330.000,15105.000,15125.000,247957
2025-11-26,15125.000,15265.000,14980.000,15195.000,254723
2025-11-27,15195.000,15315.000,15155.000,15280.000,173395
